Id,SalePrice
1461,122779.26071403408
1462,157770.74324209476
1463,180303.07806862885
1464,193277.12830312393
1465,189504.29960939675
1466,171817.1446142235
1467,173313.39210288512
1468,166534.82664708103
1469,186625.28604342573
1470,125001.28145126869
1471,186127.75754181092
1472,99078.75120038923
1473,97638.85759407852
1474,145453.43884085273
1475,110436.1043214017
1476,369556.7789632406
1477,258593.23647670535
1478,277710.9645192768
1479,280004.8837427627
1480,490606.6743289244
1481,347255.4120424557
1482,216505.99295580722
1483,179550.55147750129
1484,160601.81536991606
1485,184012.42188835616
1486,196217.48364749795
1487,344937.82248144515
1488,235966.35131375358
1489,199389.27685856144
1490,236652.02691514546
1491,190497.26313218728
1492,93480.15748588025
1493,176437.77333459893
1494,294981.9069278038
1495,283155.78857888875
1496,233883.3336335553
1497,177807.7962082452
1498,168341.74003861492
1499,159855.5005255481
1500,157721.7574160232
1501,177133.8125138709
1502,142818.7779976029
1503,279168.9688665413
1504,246006.83336256378
1505,229419.0190979623
1506,192362.03783916563
1507,248767.158488261
1508,194341.99532354446
1509,161598.33560138338
1510,144041.81991900364
1511,152091.98855409707
1512,177151.4936592623
1513,138883.76288477922
1514,151942.9445876757
1515,191346.1784153738
1516,147089.374041385
1517,164767.21175296014
1518,131249.4657193178
1519,215952.0283100285
1520,132195.18681287518
1521,134240.714422498
1522,172391.86350458287
1523,114011.15129503186
1524,129273.96248883779
1525,120426.44019976913
1526,107285.89915832155
1527,107610.66523375973
1528,141542.76894631542
1529,152496.9565522795
1530,181282.06664233556
1531,107333.71289610505
1532,95679.46447741611
1533,145152.30413634423
1534,125173.12616382912
1535,155752.10114250018
1536,104158.5619708543
1537,58974.10449318359
1538,154804.68144680146
1539,196522.48041055462
1540,89048.91679245605
1541,144916.1224841754
1542,135248.85013174012
1543,199749.38249088664
1544,85881.65636020558
1545,108156.02705442232
1546,130725.29982199366
1547,132990.7271325492
1548,134578.12546616318
1549,118177.58965707687
1550,127522.63491366949
1551,109385.29019428448
1552,137425.37638735468
1553,154653.28479067996
1554,116078.05591808101
1555,167023.8424403122
1556,89317.53405086462
1557,101929.87847281352
1558,97006.85738529057
1559,80012.55281795339
1560,123204.50491493578
1561,119723.16573731019
1562,127351.18636356565
1563,120556.92205049768
1564,162285.06117328253
1565,143165.36756059268
1566,243252.08006434562
1567,75862.779289809
1568,237604.47155138673
1569,132497.68915187835
1570,145742.1248222988
1571,121544.04636435982
1572,147226.74169772197
1573,254377.35234607398
1574,116241.15449707965
1575,230956.32312075625
1576,240445.36542624372
1577,184653.85326236408
