Id,SalePrice
1461,128750.0
1462,161250.0
1463,143750.0
1464,136250.0
1465,238750.0
1466,191250.0
1467,128750.0
1468,176250.0
1469,141250.0
1470,141250.0
1471,143750.0
1472,141250.0
1473,141250.0
1474,148750.0
1475,148750.0
1476,326250.0
1477,326250.0
1478,156250.0
1479,306250.0
1480,276250.0
1481,326250.0
1482,128750.0
1483,181250.0
1484,128750.0
1485,216250.0
1486,216250.0
1487,156250.0
1488,306250.0
1489,251250.0
1490,156250.0
1491,238750.0
1492,91250.0
1493,128750.0
1494,128750.0
1495,191250.0
1496,251250.0
1497,173750.0
1498,173750.0
1499,173750.0
1500,173750.0
1501,251250.0
1502,251250.0
1503,181250.0
1504,251250.0
1505,251250.0
1506,136250.0
1507,268750.0
1508,146250.0
1509,138750.0
1510,141250.0
1511,141250.0
1512,156250.0
1513,173750.0
1514,143750.0
1515,141250.0
1516,176250.0
1517,161250.0
1518,143750.0
1519,128750.0
1520,141250.0
1521,141250.0
1522,138750.0
1523,108750.0
1524,146250.0
1525,176250.0
1526,156250.0
1527,108750.0
1528,141250.0
1529,128750.0
1530,156250.0
1531,141250.0
1532,158750.0
1533,276250.0
1534,108750.0
1535,143750.0
1536,176250.0
1537,91250.0
1538,86250.0
1539,108750.0
1540,81250.0
1541,138750.0
1542,141250.0
1543,91250.0
1544,91250.0
1545,128750.0
1546,108750.0
1547,141250.0
1548,158750.0
1549,158750.0
1550,133750.0
1551,181250.0
1552,141250.0
1553,108750.0
1554,141250.0
1555,138750.0
1556,91250.0
1557,91250.0
1558,91250.0
1559,86250.0
1560,143750.0
1561,128750.0
1562,128750.0
1563,141250.0
1564,136250.0
1565,128750.0
1566,276250.0
1567,91250.0
1568,276250.0
1569,128750.0
1570,128750.0
1571,116250.0
1572,178750.0
1573,141250.0
1574,108750.0
1575,156250.0
1576,146250.0
1577,193750.0
1578,108750.0
1579,238750.0
1580,323750.0
1581,128750.0
1582,143750.0
1583,306250.0
1584,323750.0
1585,141250.0
1586,91250.0
1587,121250.0
1588,123750.0
1589,91250.0
1590,136250.0
1591,83750.0
1592,91250.0
1593,136250.0
1594,128750.0
1595,108750.0
1596,143750.0
1597,143750.0
1598,136250.0
1599,276250.0
1600,276250.0
1601,108750.0
1602,156250.0
1603,118750.0
1604,276250.0
1605,201250.0
1606,128750.0
1607,143750.0
1608,203750.0
1609,203750.0
1610,216250.0
1611,158750.0
1612,201250.0
1613,201250.0
1614,276250.0
1615,83750.0
1616,83750.0
1617,141250.0
1618,121250.0
1619,128750.0
1620,128750.0
1621,138750.0
1622,276250.0
1623,276250.0
1624,121250.0
1625,181250.0
1626,181250.0
1627,181250.0
1628,216250.0
1629,128750.0
1630,128750.0
1631,306250.0
1632,128750.0
1633,216250.0
1634,176250.0
1635,191250.0
1636,191250.0
1637,156250.0
1638,213750.0
1639,136250.0
1640,178750.0
1641,191250.0
1642,251250.0
1643,213750.0
1644,211250.0
1645,156250.0
1646,138750.0
1647,181250.0
1648,141250.0
1649,178750.0
1650,158750.0
1651,121250.0
1652,141250.0
1653,128750.0
1654,128750.0
1655,146250.0
1656,148750.0
1657,146250.0
1658,128750.0
1659,146250.0
1660,161250.0
1661,156250.0
1662,326250.0
1663,326250.0
1664,326250.0
1665,326250.0
1666,326250.0
1667,216250.0
1668,326250.0
1669,138750.0
1670,326250.0
1671,326250.0
1672,143750.0
1673,346250.0
1674,176250.0
1675,128750.0
1676,148750.0
1677,128750.0
1678,276250.0
1679,326250.0
1680,128750.0
1681,128750.0
1682,326250.0
1683,128750.0
1684,138750.0
1685,181250.0
1686,128750.0
1687,216250.0
1688,216250.0
1689,143750.0
1690,181250.0
1691,181250.0
1692,216250.0
1693,141250.0
1694,181250.0
1695,216250.0
1696,213750.0
1697,136250.0
1698,216250.0
1699,128750.0
1700,176250.0
1701,191250.0
1702,156250.0
1703,156250.0
1704,306250.0
1705,306250.0
1706,386250.0
1707,251250.0
1708,251250.0
1709,251250.0
1710,251250.0
1711,138750.0
1712,251250.0
1713,251250.0
1714,128750.0
1715,251250.0
1716,136250.0
1717,138750.0
1718,83750.0
1719,216250.0
1720,128750.0
1721,158750.0
1722,83750.0
1723,158750.0
1724,238750.0
1725,238750.0
1726,128750.0
1727,128750.0
1728,128750.0
1729,121250.0
1730,143750.0
1731,128750.0
1732,138750.0
1733,141250.0
1734,143750.0
1735,158750.0
1736,146250.0
1737,181250.0
1738,146250.0
1739,201250.0
1740,173750.0
1741,173750.0
1742,251250.0
1743,251250.0
1744,181250.0
1745,176250.0
1746,276250.0
1747,128750.0
1748,186250.0
1749,161250.0
1750,138750.0
1751,121250.0
1752,146250.0
1753,141250.0
1754,156250.0
1755,146250.0
1756,181250.0
1757,178750.0
1758,143750.0
1759,138750.0
1760,128750.0
1761,121250.0
1762,176250.0
1763,136250.0
1764,211250.0
1765,238750.0
1766,156250.0
1767,156250.0
1768,178750.0
1769,176250.0
1770,146250.0
1771,146250.0
1772,108750.0
1773,128750.0
1774,143750.0
1775,178750.0
1776,156250.0
1777,121250.0
1778,143750.0
1779,108750.0
1780,108750.0
1781,138750.0
1782,116250.0
1783,146250.0
1784,108750.0
1785,108750.0
1786,201250.0
1787,143750.0
1788,91250.0
1789,91250.0
1790,141250.0
1791,143750.0
1792,156250.0
1793,138750.0
1794,128750.0
1795,108750.0
1796,128750.0
1797,156250.0
1798,138750.0
1799,143750.0
1800,141250.0
1801,133750.0
1802,201250.0
1803,141250.0
1804,121250.0
1805,136250.0
1806,158750.0
1807,143750.0
1808,108750.0
1809,108750.0
1810,141250.0
1811,143750.0
1812,91250.0
1813,108750.0
1814,108750.0
1815,91250.0
1816,141250.0
1817,108750.0
1818,108750.0
1819,108750.0
1820,108750.0
1821,201250.0
1822,141250.0
1823,91250.0
1824,91250.0
1825,108750.0
1826,141250.0
1827,141250.0
1828,116250.0
1829,158750.0
1830,138750.0
1831,128750.0
1832,143750.0
1833,176250.0
1834,276250.0
1835,91250.0
1836,116250.0
1837,141250.0
1838,141250.0
1839,108750.0
1840,83750.0
1841,143750.0
1842,91250.0
1843,136250.0
1844,146250.0
1845,138750.0
1846,146250.0
1847,146250.0
1848,91250.0
1849,201250.0
1850,108750.0
1851,158750.0
1852,86250.0
1853,128750.0
1854,211250.0
1855,128750.0
1856,138750.0
1857,201250.0
1858,143750.0
1859,143750.0
1860,143750.0
1861,143750.0
1862,143750.0
1863,143750.0
1864,143750.0
1865,141250.0
1866,296250.0
1867,236250.0
1868,296250.0
1869,193750.0
1870,193750.0
1871,296250.0
1872,163750.0
1873,276250.0
1874,276250.0
1875,123750.0
1876,323750.0
1877,231250.0
1878,236250.0
1879,143750.0
1880,143750.0
1881,231250.0
1882,216250.0
1883,323750.0
1884,178750.0
1885,138750.0
1886,191250.0
1887,323750.0
1888,156250.0
1889,216250.0
1890,138750.0
1891,141250.0
1892,276250.0
1893,161250.0
1894,143750.0
1895,138750.0
1896,141250.0
1897,173750.0
1898,116250.0
1899,176250.0
1900,156250.0
1901,141250.0
1902,141250.0
1903,143750.0
1904,128750.0
1905,128750.0
1906,86250.0
1907,276250.0
1908,141250.0
1909,121250.0
1910,141250.0
1911,161250.0
1912,138750.0
1913,91250.0
1914,91250.0
1915,276250.0
1916,323750.0
1917,143750.0
1918,143750.0
1919,158750.0
1920,323750.0
1921,238750.0
1922,238750.0
1923,161250.0
1924,138750.0
1925,203750.0
1926,238750.0
1927,143750.0
1928,276250.0
1929,146250.0
1930,161250.0
1931,128750.0
1932,141250.0
1933,276250.0
1934,181250.0
1935,216250.0
1936,181250.0
1937,191250.0
1938,191250.0
1939,138750.0
1940,238750.0
1941,176250.0
1942,158750.0
1943,276250.0
1944,238750.0
1945,238750.0
1946,323750.0
1947,386250.0
1948,176250.0
1949,138750.0
1950,178750.0
